Data Name;MxdUsedIn;CountPerMxd;CountTotal
FW.InterstateMilepost;No Map Using;0;0
GIS.RD_Yards;RailDataViewer.mxd;1;2
GIS.RD_Yards;RailDataViewer2.mxd;1;2
GIS.PSS_HIGHWAY_TABLE;No Map Using;0;0
ENVGIS.NHD_SubBasins;envviewer.mxd;1;1
ENVGIS.IA_PeregrineFalcon;No Map Using;0;0
GIS.RIS_POINT_FEATURES;ris.mxd;5;5
GIS.R7_2010_Parcel_Centroids;No Map Using;0;0
GIS.CPU_RoadwayInventory;No Map Using;0;0
ENVGIS.duct24;envviewer.mxd;1;1
ENVGIS.dva_pip;envviewer.mxd;1;1
GIS.NEW_ADDRESS_LOCATOR_LOX;No Map Using;0;0
FW.GeneralHydrography;No Map Using;0;0
FW.CityTownShoreline;SharedServices.mxd;1;1
GIS.NYSDOTCORS;No Map Using;0;0
GISLINK.MV_GIS_LCIS_CLVR_DATA;No Map Using;0;0
SPDES.Stormwater_Outfall_081812;No Map Using;0;0
GIS.gnisHydro;No Map Using;0;0
GISLINK.MV_GIS_BIKING_FACILITIES;No Map Using;0;0
ENVGIS.Env_easement;envviewer.mxd;1;1
ENVGIS.wells;envviewer.mxd;1;1
FW.DOTFacility;envviewer.mxd;1;4
FW.DOTFacility;R7Data (2).mxd;3;4
FW.Locks;R7Data (2).mxd;1;1
GIS.ActiveHighwayProjectsPtsWM;ActiveProjects.mxd;1;1
ENVGIS.historic_bridges;envviewer.mxd;1;1
ENVGIS.nri_join;envviewer.mxd;1;1
FW.Bridge;envviewer.mxd;1;4
FW.Bridge;NaturalHeritage.mxd;1;4
FW.Bridge;ris.mxd;1;4
FW.Bridge;TDV.mxd;1;4
FW.Roads;No Map Using;0;0
FW.MajorHighway;envviewer.mxd;1;1
GIS.R7_Area_Speed_Zones;R7Data (2).mxd;1;1
GIS.R7_2007_Parcel_Centroids;No Map Using;0;0
ENVGIS.IA_FenceLizard;No Map Using;0;0
ENVGIS.IA_Birds_SaltMarsh_historical;No Map Using;0;0
GIS.R7_Overheadsigns;R7Data (2).mxd;1;1
ENVGIS.co_new;envviewer.mxd;1;1
GIS.NYWORKS_Bridges;No Map Using;0;0
ENVGIS.nwi_arcs;envviewer.mxd;1;1
ENVGIS.NHD_Area;envviewer.mxd;1;1
GIS.RoadwayInventory;CAMCI.mxd;6;44
GIS.RoadwayInventory;CAMCI_backup.mxd;6;44
GIS.RoadwayInventory;CAMCI_BDMS.mxd;6;44
GIS.RoadwayInventory;HDSV.mxd;9;44
GIS.RoadwayInventory;QualifyAccessHwys.mxd;1;44
GIS.RoadwayInventory;RISV.mxd;16;44
GIS.HwyWidthRestrictions;No Map Using;0;0
ENVGIS.NHD_flowline;envviewer.mxd;1;1
FW.ThruwayThruway;No Map Using;0;0
RSDA.ROAD_STATUS;RSDA (1).mxd;1;5
RSDA.ROAD_STATUS;RSDA.mxd;1;5
RSDA.ROAD_STATUS;RSDAdelete.mxd;1;5
RSDA.ROAD_STATUS;RSDA_External.mxd;1;5
RSDA.ROAD_STATUS;RSDA_SEMO.mxd;1;5
GIS.PrivateAirports;No Map Using;0;0
ENVGIS.landuse;envviewer.mxd;1;1
GIS.BikeRoutes_export_from_SV;NYSBikeMap.mxd;1;1
GIS.R7_2010_Hal;No Map Using;0;0
GIS.AD_Downstate_HAL_Events;No Map Using;0;0
GIS.PMI_Mapping;pmi.mxd;1;1
GIS.ReportingLayer;No Map Using;0;0
ENVGIS.buffer_060602;NaturalHeritage.mxd;1;1
FW.StreetsSimpleNew;No Map Using;0;0
GIS.OffSystemCounts;No Map Using;0;0
RSDA.ROAD_STATUS_HISTORY;No Map Using;0;0
GIS.PSS_UNMAPPABLE;No Map Using;0;0
GIS.FloorPlan_Street_Ave_Pod;Wolf_Rd_Base.mxd;1;1
GIS.r7_2010_pii;No Map Using;0;0
GIS.R7_Adopt_A_Highway_New;No Map Using;0;0
GISLINK.MV_SOS_SUBRES4GIS_QA;No Map Using;0;0
GIS.BORING_LOCATIONS_WRONG_COUNTY;No Map Using;0;0
ENVGIS.SmallCulvers_EPriorities;envviewer.mxd;1;1
GIS.BikeRoutes_NotClipped;No Map Using;0;0
ENVGIS.ny_npl;envviewer.mxd;1;1
GIS.BDMS_BRIDGE_PERMIT_DATA;pst_bdms.mxd;3;3
ENVGIS.stream24;envviewer.mxd;1;1
GIS.AD_Downstate_Accident_Events;No Map Using;0;0
GISLINK.MV_GIS_BRIDGE_PERMIT_DATA;No Map Using;0;0
FW.RefMkrRoute;No Map Using;0;0
FW.DOTTowers;R7Data (2).mxd;1;1
FW.ThruwayService;No Map Using;0;0
ENVGIS.ny_cerclis;envviewer.mxd;1;1
RSDA.RS_ARCHIVE;No Map Using;0;0
GIS.CAPITAL125;No Map Using;0;0
ENVGIS.potential_ej_areas;envviewer.mxd;1;1
ENVGIS.dec_land;envviewer.mxd;1;1
FW.Institution;No Map Using;0;0
FW.CollegeUniversity;No Map Using;0;0
GISLINK.MV_CAPITAL_PROJECTS_LOCATED_QA;No Map Using;0;0
GIS.AD_Upstate_HAL_Events;No Map Using;0;0
ENVGIS.primefarm_110429;envviewer.mxd;1;1
FW.State;No Map Using;0;0
GIS.NYWORKS_CFA_Projects;No Map Using;0;0
GIS.r7_2012_pii;No Map Using;0;0
FW.BoatLaunch;No Map Using;0;0
GIS.SV_GIS_BRIDGE_PERMIT_DATA_QA;No Map Using;0;0
ENVGIS.nynhp_dot_potential;NaturalHeritage.mxd;1;1
ENVGIS.IA_S_Leopard_Frog_historical;No Map Using;0;0
GIS.DOT_Facilities_1;No Map Using;0;0
GIS.BUFFALO125;No Map Using;0;0
GIS.Parkways;CVDataFeed.mxd;1;3
GIS.Parkways;osowscreen.mxd;1;3
GIS.Parkways;osowscreen_new_fields.mxd;1;3
GIS.CPU_BikeWalkPotential;CAMCI.mxd;1;3
GIS.CPU_BikeWalkPotential;CAMCI_backup.mxd;1;3
GIS.CPU_BikeWalkPotential;CAMCI_BDMS.mxd;1;3
GIS.RDV_Rail_Crossings;RailDataViewer.mxd;2;7
GIS.RDV_Rail_Crossings;RailDataViewer2.mxd;2;7
GIS.RDV_Rail_Crossings;RDV.mxd;2;7
GIS.RDV_Rail_Crossings;ris.mxd;1;7
GIS.ROME125;No Map Using;0;0
GIS.ReportingLayer113009;No Map Using;0;0
RSDA.ROAD_STATUS_2013;No Map Using;0;0
ENVGIS.IA_Wormsnake;No Map Using;0;0
GIS.SV_BRIDGE_INV_DATA;No Map Using;0;0
FW.DOTRegions;envviewer.mxd;1;12
FW.DOTRegions;maintviewer.mxd;1;12
FW.DOTRegions;maintviewerMarch2-2018.mxd;1;12
FW.DOTRegions;maintviewer_backup.mxd;1;12
FW.DOTRegions;mesonet.mxd;1;12
FW.DOTRegions;NaturalHeritage.mxd;1;12
FW.DOTRegions;pmi.mxd;1;12
FW.DOTRegions;R7Data (2).mxd;1;12
FW.DOTRegions;R7RoadHistory.mxd;1;12
FW.DOTRegions;RailDataViewer.mxd;1;12
FW.DOTRegions;RailDataViewer2.mxd;1;12
FW.DOTRegions;ZoomToPlace.mxd;1;12
GIS.TruckAccess_old;No Map Using;0;0
GIS.MPOBoundaries;NYBoundaries.mxd;1;1
GIS.CPU_BRIDGE_INV_CW_BakS_1;No Map Using;0;0
FW.PlaceLocation;No Map Using;0;0
GIS.Roads2003;No Map Using;0;0
FW.StreetsSimple;envviewer.mxd;1;1
ENVGIS.part_203;envviewer.mxd;1;1
FW.StateNonRecreation;No Map Using;0;0
GISLINK.MV_CAPITAL_PROJECTS_HIGHWAY;No Map Using;0;0
GIS.MiscellaneousAviation;No Map Using;0;0
GIS.LargeCulverts;No Map Using;0;0
FW.PassengerStations;No Map Using;0;0
GIS.Salt_Fuel_locations;maintviewer.mxd;1;3
GIS.Salt_Fuel_locations;maintviewerMarch2-2018.mxd;1;3
GIS.Salt_Fuel_locations;maintviewer_backup.mxd;1;3
ENVGIS.tidal;envviewer.mxd;1;2
ENVGIS.tidal;NaturalHeritage.mxd;1;2
GIS.CPU_Stwd_CARD_Elgbl_Segs;CAMCI.mxd;1;3
GIS.CPU_Stwd_CARD_Elgbl_Segs;CAMCI_backup.mxd;1;3
GIS.CPU_Stwd_CARD_Elgbl_Segs;CAMCI_BDMS.mxd;1;3
GIS.RIS_LINEAR_FEATURES_TABLE;No Map Using;0;0
FW.FreightStations;No Map Using;0;0
GIS.PointsofEntry;PointsofEntry.mxd;1;1
ENVGIS.hydric_soils;NaturalHeritage.mxd;1;1
GIS.SYRACUSE125;No Map Using;0;0
GIS.BikeRoutes_BU;No Map Using;0;0
GIS.CARSRoadwayPointsOct2009;No Map Using;0;0
GISLINK.MV_GIS_STKPL_STATUS_STWD_QA;No Map Using;0;0
GIS.R7_Adopt_A_Highway;R7Data (2).mxd;1;1
FW.Maneuver;No Map Using;0;0
FW.MilepointRoute;ris.mxd;2;2
GIS.BORING_LOCATIONS;No Map Using;0;0
GIS.SV_GIS_BRIDGE_PERMIT_DATA;pst_bdms.mxd;1;1
GIS.StateHeliports;No Map Using;0;0
GIS.RD_Railroad_Search;RailDataViewer.mxd;1;2
GIS.RD_Railroad_Search;RailDataViewer2.mxd;1;2
GIS.Continuous_Count;TDV.mxd;1;1
GISLINK.MV_GIS_STKPL_STATUS_QA;No Map Using;0;0
GIS.Parkways_new;PST.mxd;1;2
GIS.Parkways_new;pst_bdms.mxd;1;2
GIS.BikeRoutes;BikeRoutes.mxd;1;2
GIS.BikeRoutes;BikeRoutes_RedGreen.mxd;1;2
ENVGIS.haz_subst_merged;envviewer.mxd;1;1
GIS.CPU_Flood_Watch_Bridge_List;CAMCI.mxd;1;3
GIS.CPU_Flood_Watch_Bridge_List;CAMCI_backup.mxd;1;3
GIS.CPU_Flood_Watch_Bridge_List;CAMCI_BDMS.mxd;1;3
GIS.PSS_HIGHWAY_PROJECTS_PRE;No Map Using;0;0
GIS.BINGHAMTON125;No Map Using;0;0
ENVGIS.state_acquis;envviewer.mxd;1;1
GIS.CulvertLocations;No Map Using;0;0
GIS.shield_pnts_state;No Map Using;0;0
ENVGIS.primaqu;envviewer.mxd;1;1
ENVGIS.IA_Birds_Woodland_KWarbler;No Map Using;0;0
ENVGIS.buffer100foot;envviewer.mxd;1;1
GISLINK.MV_GIS_LCIS_CLVR_DATA_QA;No Map Using;0;0
ENVGIS.nynhp_dot_known;NaturalHeritage.mxd;1;1
GIS.PSS_BRIDGE_PROJECTS_UM;No Map Using;0;0
ENVGIS.oilgas_wells05;envviewer.mxd;1;1
ENVGIS.CONUS_wet_poly_utm;NaturalHeritage.mxd;1;1
GIS.BPO_Availability_WGS;No Map Using;0;0
RSDA.DAMAGE_ASSESSMENTS;No Map Using;0;0
GISLINK.MV_GIS_SCIIS_DATA;No Map Using;0;0
GIS.SignalizedIntersections;SignalizedIntersections.mxd;1;1
GIS.CPU_Ramps;CAMCI.mxd;1;3
GIS.CPU_Ramps;CAMCI_backup.mxd;1;3
GIS.CPU_Ramps;CAMCI_BDMS.mxd;1;3
GIS.MajorHighwayProjects;No Map Using;0;0
FW.NursingHome;No Map Using;0;0
ENVGIS.dva_1990_w_count_by_rm;envviewer.mxd;1;1
GIS.LOCATIONPOINTS;No Map Using;0;0
FW.StateRecreation;envviewer.mxd;1;1
ENVGIS.pm25;envviewer.mxd;1;1
FW.DOTResidencies;envviewer.mxd;1;2
FW.DOTResidencies;R7Data (2).mxd;1;2
GISLINK.MV_DIRECTORY;No Map Using;0;0
GIS.BW250;No Map Using;0;0
FW.Village;ris.mxd;1;3
FW.Village;SharedServices.mxd;1;3
FW.Village;ZoomToPlace.mxd;1;3
GISLINK.MV_GIS_INV_DATA;No Map Using;0;0
FW.FederalNonRecreation;R7Data (2).mxd;1;1
GISLINK.MV_CAPITAL_PROJECTS_BRIDGE_QA;No Map Using;0;0
ENVGIS.basin24;envviewer.mxd;1;1
GIS.PMI_Photos;pmi.mxd;1;1
GIS.FDRStructures;FDR Structures.mxd;1;1
FW.Junctions;No Map Using;0;0
ENVGIS.city48;envviewer.mxd;1;1
FW.InnerCityTax;No Map Using;0;0
ENVGIS.phys_provinces;envviewer.mxd;1;1
FW.Fairground;No Map Using;0;0
GIS.MedicalHeliports;No Map Using;0;0
FW.CountyShoreline;envviewer.mxd;1;6
FW.CountyShoreline;osowscreen.mxd;1;6
FW.CountyShoreline;osowscreen_new_fields.mxd;1;6
FW.CountyShoreline;PST.mxd;1;6
FW.CountyShoreline;pst_bdms.mxd;1;6
FW.CountyShoreline;SharedServices.mxd;1;6
GIS.SV_LARGECULVERTDATA;No Map Using;0;0
GIS.ScourCriticalFloodProne;SCFPBP.mxd;3;3
FW.PointOfInterest;No Map Using;0;0
GIS.RD_Rail_Bridges;RailDataViewer.mxd;1;2
GIS.RD_Rail_Bridges;RailDataViewer2.mxd;1;2
GIS.CPU_BridgeFlags;No Map Using;0;0
GIS.CPU_PII;No Map Using;0;0
GISLINK.MV_SSA_STATUS;No Map Using;0;0
GIS.BDIS_LARGECULVERTS;CAMCI.mxd;1;3
GIS.BDIS_LARGECULVERTS;envviewer.mxd;1;3
GIS.BDIS_LARGECULVERTS;R7Data (2).mxd;1;3
GIS.SV_LARGECULVERTDATA_QA;No Map Using;0;0
ENVGIS.r3_dumdum;envviewer.mxd;1;1
FW.BikeRoutes;R7Data (2).mxd;1;1
GIS.LOWHUD125;No Map Using;0;0
